,laptop_ID,Company,Product,TypeName,Inches,Ram,Weight,Price,Operating_System,Touchscreen,Gpu_Brand,Memory_Type,Primary_Storage,Cpu_Brand,Cpu_Speed,Resolution_Width,Resolution_Height,Price_range
180,184,Dell,Inspiron 5570,Notebook,15.6,16,2.02,1049,Linux,No,AMD,SSD,256GB,Intel,1.8,1920,1080,1k-2k
181,185,Dell,XPS 13,Ultrabook,13.3,8,1.23,1399,Windows,No,Intel,SSD,256GB,Intel,1.6,1920,1080,1k-2k
182,186,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,16,1.4,1849,Windows,Yes,Intel,SSD,512GB,Intel,1.8,3840,2160,1k-2k
183,187,Toshiba,Satellite Pro,Notebook,15.6,8,2.0,793,Windows,No,Intel,SSD,128GB,Intel,2.5,1366,768,0-1k
184,188,Xiaomi,Mi Notebook,Notebook,15.6,8,1.95,1199,N/A,No,Nvidia,SSD,256GB,Intel,1.6,1920,1080,1k-2k
185,189,Dell,Inspiron 7773,Notebook,17.3,16,2.77,1549,Windows,Yes,Nvidia,SSD,512GB,Intel,1.8,1920,1080,1k-2k
186,190,Dell,XPS 15,Notebook,15.6,16,2.06,2397,Windows,Yes,Nvidia,SSD,512GB,Intel,2.8,3840,2160,2k-3k
187,191,Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,2.4,779,N/A,No,Nvidia,SSD,256GB,Intel,2.5,1920,1080,0-1k
188,192,Acer,Swift 7,Ultrabook,13.3,8,1.12,989,Windows,No,Intel,SSD,256GB,Intel,1.2,1920,1080,0-1k
189,193,Dell,Inspiron 5770,Notebook,17.3,8,2.8,1085,Windows,No,AMD,SSD,128GB,Intel,1.8,1920,1080,1k-2k
190,194,Lenovo,Thinkpad Yoga,2 in 1 Convertible,14.0,16,1.42,2824,Windows,Yes,Intel,SSD,1TB,Intel,2.7,2560,1440,2k-3k
191,195,Vero,K147 (N3350/4GB/32GB/FHD/W10),Notebook,14.0,4,1.3,260,Windows,No,Intel,Flash Storage,32GB,Intel,1.1,1920,1080,0-1k
192,196,Xiaomi,Mi Notebook,Ultrabook,13.3,8,1.3,1000,N/A,No,Nvidia,SSD,256GB,Intel,2.5,1920,1080,0-1k
193,197,Lenovo,IdeaPad 320-17IKBR,Notebook,17.3,8,2.8,698,N/A,No,Nvidia,SSD,256GB,Intel,1.6,1600,900,0-1k
194,198,Dell,Inspiron 5379,2 in 1 Convertible,13.3,8,1.62,839,Windows,Yes,Intel,HDD,1TB,Intel,1.8,1920,1080,0-1k
195,199,HP,ProBook 470,Notebook,17.3,8,2.5,914,Windows,No,Nvidia,HDD,1TB,Intel,1.6,1920,1080,0-1k
196,200,Razer,Blade Pro,Gaming,17.3,32,3.49,6099,Windows,Yes,Nvidia,SSD,1TB,Intel,2.9,3840,2160,5k-7k
197,201,HP,ProBook 430,Notebook,13.3,8,1.49,959,Windows,No,Intel,SSD,512GB,Intel,1.6,1920,1080,0-1k
198,202,HP,Omen 17-W295,Gaming,17.3,16,3.35,1379,Windows,No,Nvidia,SSD,256GB,Intel,2.8,1920,1080,1k-2k
199,203,HP,Probook 470,Notebook,17.3,8,2.5,1045,Windows,No,Nvidia,SSD,256GB,Intel,1.8,1920,1080,1k-2k
200,204,Dell,Inspiron 7577,Gaming,15.6,16,2.65,1845,Windows,No,Nvidia,SSD,512GB,Intel,2.8,3840,2160,1k-2k
201,205,Lenovo,V110-15ISK (i5-6200U/4GB/128GB/W10),Notebook,15.6,4,2.1,493,Windows,No,Intel,SSD,128GB,Intel,2.3,1366,768,0-1k
202,206,Acer,Aspire E5-576G,Notebook,15.6,8,2.23,742,Windows,No,Nvidia,HDD,1TB,Intel,2.7,1920,1080,0-1k
203,207,Lenovo,Legion Y720-15IKB,Gaming,15.6,16,3.2,1749,Windows,No,Nvidia,SSD,512GB,Intel,2.8,1920,1080,1k-2k
204,208,Dell,Precision 7520,Workstation,15.6,16,2.8,3055,Windows,No,Nvidia,SSD,256GB,Intel,3.0,3840,2160,3k-4k
205,209,Lenovo,Legion Y520-15IKBN,Gaming,15.6,16,2.4,1398,N/A,No,Nvidia,SSD,512GB,Intel,2.8,1920,1080,1k-2k
206,210,Dell,Inspiron 3567,Notebook,15.6,6,2.3,439,Windows,Yes,Intel,HDD,1TB,Intel,2.4,1366,768,0-1k
207,211,Dell,XPS 13,Ultrabook,13.3,8,1.21,1949,Windows,Yes,Intel,SSD,256GB,Intel,1.8,3840,2160,1k-2k
208,212,Dell,XPS 13,Ultrabook,13.3,8,1.2,1449,Windows,No,Intel,SSD,256GB,Intel,1.8,1920,1080,1k-2k
209,213,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,8,2.2,597,Windows,No,Intel,SSD,256GB,Intel,2.5,1366,768,0-1k
210,215,Acer,Aspire 7,Notebook,15.6,8,2.4,779,Linux,No,Nvidia,HDD,1TB,Intel,2.8,1920,1080,0-1k
211,216,Asus,ROG GL703VD-GC028T,Gaming,17.3,16,2.9,1407,Windows,No,Nvidia,SSD,256GB,Intel,2.8,1920,1080,1k-2k
212,217,HP,15-bs018nq (i3-6006U/4GB/500GB/FHD/No,Notebook,15.6,4,2.1,349,N/A,No,Intel,HDD,500GB,Intel,2.0,1920,1080,0-1k
213,218,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,8,2.2,549,N/A,No,Intel,SSD,256GB,Intel,2.5,1920,1080,0-1k
214,219,Huawei,MateBook X,Ultrabook,13.0,8,1.05,1499,Windows,No,Intel,SSD,512GB,Intel,2.7,2160,1440,1k-2k
215,220,Dell,Inspiron 5370,Ultrabook,13.3,8,1.4,932,Windows,No,AMD,SSD,256GB,Intel,1.8,1920,1080,0-1k
216,221,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,8,2.8,589,N/A,No,Nvidia,HDD,1TB,Intel,2.5,1600,900,0-1k
217,222,HP,Probook 440,Notebook,14.0,8,1.63,1031,Windows,No,Nvidia,SSD,256GB,Intel,1.8,1920,1080,1k-2k
218,223,Dell,Latitude 5490,Ultrabook,14.0,8,1.6,1149,Windows,No,Intel,SSD,256GB,Intel,1.6,1920,1080,1k-2k
219,224,Dell,Inspiron 5379,2 in 1 Convertible,13.3,16,1.62,1279,Windows,Yes,Intel,SSD,512GB,Intel,1.8,1920,1080,1k-2k
220,225,Dell,Inspiron 3576,Notebook,15.6,8,2.2,677,Linux,No,AMD,SSD,256GB,Intel,1.6,1920,1080,0-1k
221,226,Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14.0,8,1.74,899,Windows,No,Intel,SSD,256GB,Intel,1.6,1920,1080,0-1k
222,227,Toshiba,Portege Z30-C-16L,Ultrabook,13.3,8,1.2,1363,Windows,No,Intel,SSD,256GB,Intel,2.5,1920,1080,1k-2k
223,228,HP,ProBook 450,Notebook,15.6,8,2.1,794,Windows,No,Intel,HDD,1TB,Intel,1.6,1920,1080,0-1k
224,229,Dell,Alienware 17,Gaming,17.3,16,4.42,2456,Windows,No,Nvidia,SSD,256GB,Intel,2.8,1920,1080,2k-3k
225,230,Acer,Aspire E5-576G,Notebook,15.6,8,2.2,832,Windows,No,Nvidia,SSD,256GB,Intel,2.7,1920,1080,0-1k
226,231,Dell,Inspiron 5567,Notebook,15.6,16,2.3,859,Windows,Yes,AMD,HDD,1TB,Intel,2.7,1920,1080,0-1k
227,232,Asus,Vivobook X541UV-DM1217T,Notebook,15.6,8,2,769,Windows,No,Nvidia,SSD,256GB,Intel,2.5,1920,1080,0-1k
228,233,Asus,K756UX-T4340T (i5-7200U/8GB/500GB,Notebook,17.3,8,2.69,891,Windows,No,Nvidia,SSD,256GB,Intel,2.5,1920,1080,0-1k
229,234,HP,ZBook 15u,Notebook,15.6,8,1.9,1269,Windows,No,AMD,HDD,1TB,Intel,2.7,1920,1080,1k-2k
230,235,Asus,Pro P2540UA-XO0198T,Notebook,15.6,4,2.37,399,Windows,No,Intel,HDD,1TB,Intel,2.4,1366,768,0-1k
231,236,HP,15-rb013nv (E2-9000e/4GB/500GB/W10),Notebook,15.6,4,2.1,330,Windows,No,AMD,HDD,500GB,AMD,1.5,1366,768,0-1k
232,237,Lenovo,Legion Y720-15IKB,Gaming,15.6,16,3.2,1499,Windows,No,Nvidia,SSD,256GB,Intel,2.8,1920,1080,1k-2k
233,238,Dell,Vostro 5468,Notebook,14.0,8,1.6,859,Windows,No,Intel,SSD,256GB,Intel,2.5,1920,1080,0-1k
234,239,Acer,Aspire R7,2 in 1 Convertible,13.3,8,1.6,689,Windows,Yes,Intel,SSD,256GB,Intel,2.3,1920,1080,0-1k
235,240,Dell,Inspiron 5567,Notebook,15.6,16,2.36,899,Linux,No,AMD,SSD,256GB,Intel,2.7,1920,1080,0-1k
236,241,Acer,Aspire A315-51,Notebook,15.6,4,2.1,390,Linux,No,Intel,HDD,1TB,Intel,2.0,1366,768,0-1k
237,242,Asus,X555QG-DM242T (A10-9620P/4GB/1TB,Notebook,15.6,4,2.2,575,Windows,No,AMD,SSD,128GB,AMD,2.5,1920,1080,0-1k
238,243,Asus,ROG G703VI-E5062T,Gaming,17.3,32,4.7,3890,Windows,No,Nvidia,SSD,512GB,Intel,2.9,1920,1080,3k-4k
239,244,Acer,Nitro AN515-51,Gaming,15.6,8,2.5,846,Windows,No,Nvidia,SSD,256GB,Intel,2.5,1920,1080,0-1k
240,245,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,8,2.2,589,Windows,No,Intel,SSD,128GB,Intel,2.0,1366,768,0-1k
241,246,Asus,VivoBook Pro,Notebook,17.3,8,2.1,1145,Windows,No,Nvidia,SSD,128GB,Intel,1.8,1920,1080,1k-2k
242,247,Asus,F756UX-T4201D (i7-7500U/8GB/128GB,Notebook,17.3,8,2.69,889,N/A,No,Nvidia,SSD,128GB,Intel,2.7,1920,1080,0-1k
243,248,Dell,Inspiron 5577,Gaming,15.6,8,2.56,879,Windows,No,Nvidia,SSD,256GB,Intel,2.5,1920,1080,0-1k
244,249,Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,8,1.38,1079,Windows,Yes,Intel,SSD,256GB,Intel,2.7,1920,1080,1k-2k
245,250,Dell,Inspiron 5570,Notebook,15.6,8,2.2,985,Windows,No,AMD,SSD,128GB,Intel,1.8,1920,1080,0-1k
246,251,HP,15-bs015dx (i5-7200U/8GB/1TB/W10),Notebook,15.6,8,2.04,559,Windows,Yes,Intel,HDD,1TB,Intel,2.5,1366,768,0-1k
247,252,Asus,Rog G701VIK-BA060T,Gaming,17.3,16,3.6,2999,Windows,No,Nvidia,SSD,256GB,Intel,2.9,1920,1080,2k-3k
248,253,HP,ProBook 430,Notebook,13.3,4,1.49,675,Windows,No,Intel,HDD,500GB,Intel,1.6,1920,1080,0-1k
249,254,Apple,MacBook Pro,Ultrabook,13.3,8,1.37,2040,MacOs,No,Intel,SSD,512GB,Intel,3.1,2560,1600,2k-3k
250,255,Dell,Inspiron 5579,2 in 1 Convertible,15.6,8,2.08,819,Windows,Yes,Intel,HDD,1TB,Intel,1.8,1920,1080,0-1k
251,256,Asus,ROG G752VSK-GC493T,Gaming,17.3,16,4.3,1799,Windows,No,Nvidia,SSD,256GB,Intel,2.8,1920,1080,1k-2k
252,257,Asus,X505BP-BR019T (A9-9420/4GB/1TB/Radeon,Notebook,15.6,4,1.68,469,Windows,No,AMD,HDD,1TB,AMD,3.0,1366,768,0-1k
253,258,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,8,1.37,1849,Windows,Yes,Intel,SSD,512GB,Intel,1.8,1920,1080,1k-2k
254,259,Acer,Aspire 5,Notebook,17.3,4,3,702,Windows,No,Nvidia,SSD,256GB,Intel,2.7,1920,1080,0-1k
255,260,Dell,Vostro 5370,Ultrabook,13.3,8,1.41,949,Windows,No,Intel,SSD,256GB,Intel,1.6,1920,1080,0-1k
256,261,HP,15-BW094nd (A6-9220/8GB/128GB/W10),Notebook,15.6,8,1.91,446,Windows,No,AMD,SSD,128GB,AMD,2.5,1366,768,0-1k
257,262,HP,Envy 17-U275cl,Notebook,17.3,16,2.9,1059,Windows,No,Nvidia,HDD,1TB,Intel,1.8,1920,1080,1k-2k
258,263,MSI,GT73EVR 7RE,Gaming,17.3,16,4.14,2499,Windows,No,Nvidia,SSD,512GB,Intel,2.8,1920,1080,2k-3k
259,264,Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,8,2,1699,Windows,Yes,Nvidia,SSD,512GB,Intel,2.8,1920,1080,1k-2k
260,265,Dell,Inspiron 5770,Notebook,17.3,8,2.8,1142,Windows,No,AMD,SSD,128GB,Intel,1.8,1920,1080,1k-2k
261,266,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,4,2.2,444,N/A,No,Intel,SSD,256GB,Intel,2.0,1920,1080,0-1k
262,267,HP,ProBook 450,Notebook,15.6,4,2.1,722,Windows,No,Intel,HDD,500GB,Intel,1.6,1920,1080,0-1k
263,268,Dell,Vostro 3568,Notebook,15.6,4,2.18,657,Windows,No,Intel,HDD,1TB,Intel,2.5,1920,1080,0-1k
264,269,Dell,Inspiron 3567,Notebook,15.6,8,2.24,565,Windows,No,AMD,HDD,1TB,Intel,2.5,1920,1080,0-1k
265,270,Dell,Inspiron 5579,2 in 1 Convertible,15.6,8,2.67,799,Windows,Yes,Intel,SSD,256GB,Intel,1.6,1920,1080,0-1k
266,271,Asus,ZenBook Flip,2 in 1 Convertible,13.3,8,1.1,1499,Windows,Yes,Intel,SSD,512GB,Intel,1.8,1920,1080,1k-2k
267,272,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,4,2.2,467,N/A,No,Intel,HDD,1TB,Intel,2.5,1920,1080,0-1k
268,273,HP,Probook 470,Notebook,17.3,8,2.5,1018,Windows,No,Nvidia,HDD,1TB,Intel,1.8,1920,1080,1k-2k
269,274,Lenovo,V330-15IKB (i7-8550U/8GB/256GB/FHD/W10),Notebook,15.6,8,2.05,880,Windows,No,Intel,SSD,256GB,Intel,1.8,1920,1080,0-1k
270,275,Apple,MacBook Pro,Ultrabook,13.3,8,1.37,1959,MacOs,No,Intel,SSD,512GB,Intel,2.9,2560,1600,1k-2k
271,276,Asus,Rog Strix,Gaming,17.3,16,3.2,1549,Windows,No,AMD,SSD,256GB,AMD,3.0,1920,1080,1k-2k
272,277,Dell,Inspiron 3576,Notebook,15.6,8,2.14,735,Linux,No,AMD,SSD,256GB,Intel,1.8,1920,1080,0-1k
273,278,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,16,1.36,2499,Windows,Yes,Intel,SSD,512GB,Intel,2.6,2560,1440,2k-3k
274,279,Toshiba,Satellite Pro,Notebook,15.6,8,2.2,812,Windows,No,Nvidia,HDD,500GB,Intel,2.5,1366,768,0-1k
275,280,Dell,Inspiron 5567,Notebook,15.6,12,2.3,713,Windows,No,Intel,HDD,1TB,Intel,2.7,1366,768,0-1k
276,281,Dell,Inspiron 5770,Notebook,17.3,8,2.8,1099,Linux,No,AMD,SSD,128GB,Intel,1.8,1920,1080,1k-2k
277,282,Acer,Aspire A515-51G,Notebook,15.6,8,2.2,745,Windows,No,Nvidia,HDD,1TB,Intel,1.8,1920,1080,0-1k
278,283,Lenovo,IdeaPad 320-17ISK,Notebook,17.3,4,2.8,489,Windows,No,Intel,HDD,1TB,Intel,2.0,1600,900,0-1k
279,284,Lenovo,IdeaPad 320-17IKBR,Notebook,17.3,8,2.8,849,N/A,No,Nvidia,HDD,2TB,Intel,1.8,1920,1080,0-1k
280,285,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,6,2.8,859,Windows,No,Nvidia,SSD,128GB,Intel,2.7,1600,900,0-1k
281,286,Dell,Inspiron 3567,Notebook,15.6,4,2.25,428,Linux,No,AMD,HDD,1TB,Intel,2.0,1920,1080,0-1k
282,287,Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,2.5,829,Windows,No,Nvidia,SSD,256GB,Intel,2.5,1920,1080,0-1k
283,288,Lenovo,Ideapad 320-15IKBN,Notebook,15.6,6,2.2,579,Windows,No,Intel,SSD,256GB,Intel,2.5,1920,1080,0-1k
284,289,Acer,Aspire A517-51G,Notebook,15.6,8,3,951,Windows,No,Nvidia,SSD,256GB,Intel,1.8,1920,1080,0-1k
285,290,Acer,SP315-51 (i7-7500U/12GB/1TB/FHD/W10),Notebook,15.6,12,2.15,659,Windows,Yes,Intel,HDD,1TB,Intel,2.7,1920,1080,0-1k
286,291,Lenovo,Thinkpad T570,Notebook,15.6,8,1.95,1097,Windows,No,Intel,SSD,256GB,Intel,2.7,1920,1080,1k-2k
287,292,Asus,VivoBook S15,Ultrabook,15.6,8,1.7,977,Windows,No,Nvidia,SSD,256GB,Intel,2.5,1920,1080,0-1k
288,293,Lenovo,Legion Y520-15IKBN,Gaming,15.6,16,2.5,1179,Windows,No,Nvidia,SSD,256GB,Intel,2.8,1920,1080,1k-2k
289,294,Lenovo,IdeaPad 320-15IKB,Notebook,15.6,8,2.2,659,N/A,No,Nvidia,HDD,1TB,Intel,2.7,1920,1080,0-1k
290,295,Acer,Chromebook C910-C2ST,Notebook,15.6,2,2.19,199,Other,No,Intel,SSD,16GB,Intel,1.5,1366,768,0-1k
291,296,Asus,FX753VD-GC071T (i7-7700HQ/8GB/1TB/GeForce,Gaming,17.3,8,3,1187,Windows,No,Nvidia,HDD,1TB,Intel,2.8,1920,1080,1k-2k
292,297,HP,17-BS037cl (i3-6006U/8GB/1TB/W10),Notebook,17.3,8,2.54,489,Windows,No,Intel,HDD,1TB,Intel,2.0,1600,900,0-1k
293,298,Dell,XPS 15,Notebook,15.6,8,2,1829,Windows,No,Nvidia,SSD,256GB,Intel,2.8,1920,1080,1k-2k
294,299,Lenovo,V330-15IKB (i5-8250U/8GB/256GB/FHD/W10),Notebook,15.6,8,2.05,739,Windows,No,Intel,SSD,256GB,Intel,1.6,1920,1080,0-1k
295,300,Lenovo,Legion Y720-15IKB,Gaming,15.6,8,3.2,1299,Windows,No,Nvidia,HDD,1TB,Intel,2.8,1920,1080,1k-2k
296,301,Acer,Aspire A715-71G,Notebook,15.6,8,2.5,979,Linux,No,Nvidia,SSD,256GB,Intel,2.8,1920,1080,0-1k
297,302,Dell,Precision 7720,Workstation,17.3,16,3.42,2885,Windows,No,Nvidia,SSD,256GB,Intel,2.9,1920,1080,2k-3k
298,303,Lenovo,IdeaPad 310-15ABR,Notebook,15.6,6,2.4,499,Windows,No,AMD,HDD,1TB,AMD,2.4,1920,1080,0-1k
299,304,Asus,ZenBook UX530UQ-PRO,Ultrabook,15.6,16,1.63,1468,Windows,No,Nvidia,SSD,512GB,Intel,2.7,1920,1080,1k-2k
300,305,Asus,VivoBook S14,Notebook,14.0,4,1.3,509,Windows,No,Intel,SSD,128GB,Intel,2.4,1366,768,0-1k
301,306,Asus,Rog GL702VS-GC095T,Gaming,17.3,16,2.9,2122,Windows,No,Nvidia,SSD,256GB,Intel,2.8,1920,1080,2k-3k
302,307,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,6,2.8,649,Windows,No,Nvidia,HDD,1TB,Intel,2.5,1600,900,0-1k
303,308,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,8,2.2,549,N/A,No,Nvidia,HDD,2TB,Intel,2.5,1366,768,0-1k
304,309,Asus,GL553VE-FY082T (i7-7700HQ/8GB/1TB,Gaming,15.6,8,2.5,1265,Windows,No,Nvidia,SSD,128GB,Intel,2.8,1920,1080,1k-2k
305,310,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,4,2.2,360,N/A,No,Intel,HDD,1TB,Intel,1.1,1366,768,0-1k
306,311,HP,EliteBook x360,2 in 1 Convertible,13.3,16,1.28,1975,Windows,Yes,Intel,SSD,256GB,Intel,2.8,1920,1080,1k-2k
307,312,Toshiba,Satellite Pro,Notebook,15.6,8,2.2,1043,Windows,No,Nvidia,SSD,256GB,Intel,2.5,1920,1080,1k-2k
308,313,Lenovo,IdeaPad 320-15IKB,Notebook,15.6,8,2.3,819,Windows,No,Nvidia,SSD,128GB,Intel,2.5,1920,1080,0-1k
309,314,HP,250 G6,Notebook,15.6,4,1.86,469,Windows,No,Intel,HDD,1TB,Intel,2.0,1920,1080,0-1k
310,315,Lenovo,IdeaPad 720S-13IKB,Notebook,13.3,8,1.1,999,Windows,No,Intel,SSD,256GB,Intel,2.5,1920,1080,0-1k
311,316,Dell,XPS 13,Ultrabook,13.3,16,1.21,2499,Windows,Yes,Intel,SSD,1TB,Intel,1.8,3840,2160,2k-3k
312,317,MSI,GE63VR 7RF,Gaming,15.6,16,2.8,2099,Windows,No,Nvidia,SSD,256GB,Intel,2.8,1920,1080,2k-3k
313,318,Acer,ES1-523-84K7 (A8-7410/8GB/256GB/FHD/W10),Notebook,15.6,8,2.23,469,Windows,No,AMD,SSD,256GB,AMD,2.2,1920,1080,0-1k
314,319,Asus,VivoBook Flip,2 in 1 Convertible,11.6,2,1.1,275,Windows,Yes,Intel,Flash Storage,32GB,Intel,1.1,1366,768,0-1k
315,320,Dell,Inspiron 5570,Notebook,15.6,8,2.33,844,Windows,No,AMD,SSD,128GB,Intel,1.6,1920,1080,0-1k
316,321,HP,Spectre x360,2 in 1 Convertible,13.3,16,1.29,2449,Windows,Yes,Intel,SSD,1TB,Intel,1.8,3840,2160,2k-3k
317,322,Lenovo,ThinkPad 13,Notebook,13.3,4,1.45,460,Other,No,Intel,Flash Storage,16GB,Intel,1.6,1366,768,0-1k
318,323,HP,ProBook 640,Notebook,14.0,8,1.95,980,Windows,No,Intel,SSD,256GB,Intel,2.5,1920,1080,0-1k
319,324,Acer,TravelMate B,Notebook,11.6,4,1.4,485,Windows,No,Intel,Flash Storage,128GB,Intel,1.6,1366,768,0-1k
320,325,HP,Elitebook 840,Notebook,14.0,8,1.48,1292,Windows,No,Intel,SSD,256GB,Intel,2.7,1920,1080,1k-2k
321,326,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,4,2.79,589,Windows,No,Nvidia,HDD,1TB,Intel,2.5,1600,900,0-1k
322,327,Asus,ZenBook UX410UA-GV183T,Notebook,14.0,8,2,1094,Windows,No,Intel,SSD,256GB,Intel,2.7,1920,1080,1k-2k
323,329,HP,ProBook 450,Notebook,15.6,8,2.1,902,Windows,No,Intel,HDD,1TB,Intel,1.8,1366,768,0-1k
324,330,Acer,Aspire 5,Notebook,15.6,8,2.2,659,Windows,No,AMD,SSD,256GB,AMD,2.7,1366,768,0-1k
325,331,Lenovo,IdeaPad 120S-14IAP,Notebook,14.0,4,1.44,292,Windows,No,Intel,Flash Storage,32GB,Intel,1.1,1366,768,0-1k
326,332,Acer,Aspire E5-575,Notebook,15.6,6,2.23,549,Windows,No,Intel,HDD,1TB,Intel,2.5,1366,768,0-1k
327,333,Asus,VivoBook S15,Ultrabook,15.6,8,1.7,1050,Windows,No,Nvidia,SSD,256GB,Intel,2.7,1920,1080,1k-2k
328,334,HP,Elitebook 820,Ultrabook,12.5,8,1.26,1335,Windows,No,Intel,SSD,256GB,Intel,2.7,1920,1080,1k-2k
329,335,Dell,XPS 15,Notebook,15.6,32,2.06,2639,Windows,Yes,Nvidia,SSD,1TB,Intel,2.8,3840,2160,2k-3k
330,336,MSI,GL72M 7REX,Gaming,17.3,8,2.7,1199,Windows,No,Nvidia,SSD,256GB,Intel,2.8,1920,1080,1k-2k
331,337,Toshiba,Satellite Pro,Notebook,15.6,8,2.0,943,Windows,No,Intel,SSD,256GB,Intel,2.5,1920,1080,0-1k
332,338,Asus,UX510UX-CN269T (i7-7500U/8GB/256GB,Notebook,14.0,8,2,1334,Windows,No,Intel,SSD,256GB,Intel,2.7,1920,1080,1k-2k
333,339,Lenovo,V310-15ISK (i3-6006U/4GB/1TB/FHD/W10),Notebook,15.6,4,1.85,449,Windows,No,Intel,HDD,1TB,Intel,2.0,1920,1080,0-1k
334,340,Asus,FX553VD-FY647T (i7-7700HQ/8GB/256GB/GeForce,Gaming,15.6,8,2.5,999,Windows,No,Nvidia,SSD,256GB,Intel,2.8,1920,1080,0-1k
335,341,HP,EliteBook 840,Notebook,14.0,8,1.48,1268,Windows,No,Intel,SSD,256GB,Intel,2.6,1920,1080,1k-2k
336,342,Dell,Inspiron 7570,Ultrabook,15.6,8,1.9,1049,Windows,No,Nvidia,SSD,128GB,Intel,1.6,1920,1080,1k-2k
337,343,HP,Elitebook 850,Notebook,15.6,8,1.84,1144,Windows,No,Intel,SSD,256GB,Intel,2.5,1920,1080,1k-2k
338,344,Asus,X541NA (N3350/4GB/1TB/Linux),Notebook,15.6,4,2,275,Linux,No,Intel,HDD,1TB,Intel,1.1,1366,768,0-1k
339,345,Dell,Inspiron 7570,Notebook,15.6,8,2,1143,Windows,No,Nvidia,SSD,256GB,Intel,1.6,1920,1080,1k-2k
340,346,Dell,Inspiron 3552,Notebook,15.6,4,2.2,275,Linux,No,Intel,HDD,500GB,Intel,1.6,1366,768,0-1k
341,347,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,12,2.2,899,Windows,No,AMD,HDD,2TB,AMD,3.6,1920,1080,0-1k
342,348,HP,ProBook 450,Notebook,15.6,8,2.1,716,Windows,No,Nvidia,HDD,1TB,Intel,2.4,1920,1080,0-1k
343,349,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,16,1.4,2099,Windows,Yes,Intel,SSD,512GB,Intel,1.8,3840,2160,2k-3k
344,350,Dell,XPS 13,Ultrabook,13.3,8,1.2,1579,Windows,No,Intel,SSD,256GB,Intel,1.8,1920,1080,1k-2k
345,351,Lenovo,Legion Y520-15IKBN,Gaming,15.6,16,2.4,1129,Windows,No,Nvidia,SSD,256GB,Intel,2.8,1920,1080,1k-2k
346,352,HP,Stream 14-AX001nv,Notebook,14.0,2,1.44,279,Windows,No,Intel,Flash Storage,32GB,Intel,1.6,1366,768,0-1k
347,353,Dell,Latitude 5590,Ultrabook,15.6,16,1.88,1608,Windows,No,Intel,SSD,512GB,Intel,1.9,1920,1080,1k-2k
348,354,Asus,VivoBook Flip,2 in 1 Convertible,11.6,4,1.5,375,Windows,Yes,Intel,Flash Storage,32GB,Intel,1.1,1366,768,0-1k
349,355,Dell,Inspiron 5570,Ultrabook,15.6,8,1.9,663,Windows,No,AMD,HDD,1TB,Intel,1.6,1920,1080,0-1k
350,356,Dell,XPS 15,Notebook,15.6,16,2.06,2027,Windows,Yes,Nvidia,SSD,512GB,Intel,2.8,3840,2160,2k-3k
351,357,HP,Elitebook 850,Notebook,15.6,8,1.84,1304,Windows,No,Intel,SSD,256GB,Intel,2.7,1920,1080,1k-2k
352,358,MSI,GP72MVR 7RFX,Gaming,17.3,8,2.7,1409,Windows,No,Nvidia,SSD,128GB,Intel,2.8,1920,1080,1k-2k
353,359,HP,Zbook 15,Workstation,15.6,8,2.6,1738,Windows,No,Nvidia,SSD,256GB,Intel,2.8,1920,1080,1k-2k
354,360,Toshiba,Tecra A50-C-21G,Notebook,15.6,16,2.4,1403,Windows,No,Nvidia,SSD,512GB,Intel,2.5,1920,1080,1k-2k
355,361,Dell,Inspiron 5570,Notebook,15.6,8,2.02,971,Windows,No,AMD,SSD,128GB,Intel,1.8,1920,1080,0-1k
356,362,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,4,2.2,322,N/A,No,Intel,HDD,1TB,Intel,1.1,1366,768,0-1k
357,363,Dell,Inspiron 7577,Gaming,15.6,8,2.65,999,Windows,No,Nvidia,HDD,1TB,Intel,2.5,1920,1080,0-1k
358,364,Dell,Inspiron 3567,Notebook,15.6,8,2.36,557,Windows,Yes,Intel,HDD,2TB,Intel,2.5,1366,768,0-1k
359,365,Dell,Latitude 7480,Notebook,14.0,8,1.36,1427,Windows,No,Intel,SSD,256GB,Intel,2.6,1920,1080,1k-2k
